hex,dec,message
2DD,733,PPP_CP_REJECTED
2DE,734,PPP_LCP_TERMINATED
2DF,735,PPP_REQUIRED_ADDRESS_REJECTED
2E0,736,PPP_NCP_TERMINATED
2E1,737,PPP_LOOPBACK_DETECTED
2E2,738,PPP_NO_ADDRESS_ASSIGNED
2E3,739,CANNOT_USE_LOGON_CREDENTIALS
2E4,740,TAPI_CONFIGURATION
2E5,741,NO_LOCAL_ENCRYPTION
2E6,742,NO_REMOTE_ENCRYPTION
2E7,743,REMOTE_REQUIRES_ENCRYPTION
2E8,744,IPXCP_NET_NUMBER_CONFLICT
2E9,745,INVALID_SMM
2EA,746,SMM_UNINITIALIZED
2EB,747,NO_MAC_FOR_PORT
2EC,748,SMM_TIMEOUT
2ED,749,BAD_PHONE_NUMBER
2EE,750,WRONG_MODULE
2EF,751,INVALID_CALLBACK_NUMBER
2F0,752,SCRIPT_SYNTAX
3E2,994,"EA_ACCESS_DENIED: Access to the extended attribute was denied"
3E3,995,"OPERATION_ABORTED: The I/O operation has been aborted because of either a thread exit or an application request"
3E4,996,"IO_INCOMPLETE: Overlapped I/O event is not in a signaled state"
3E5,997,"IO_PENDING: Overlapped I/O operation is in progress"
3E6,998,"NOACCESS: Invalid access to memory location"
3E7,999,"SWAPERROR: Error performing inpage operation"
3E9,1001,"STACK_OVERFLOW: Recursion too deep; the stack overflowed"
3EA,1002,"INVALID_MESSAGE: The window cannot act on the sent message"
3EB,1003,"CAN_NOT_COMPLETE: Cannot complete this function"
3EC,1004,"INVALID_FLAGS: Invalid flags"
3ED,1005,"UNRECOGNIZED_VOLUME: The volume does not contain a recognized file system. Please make sure that all required file system drivers are loaded and that the volume is not corrupted"
3EE,1006,"FILE_INVALID: The volume for a file has been externally altered so that the opened file is no longer valid"
3EF,1007,"FULLSCREEN_MODE: The requested operation cannot be performed in full-screen mode"
3F0,1008,"NO_TOKEN: An attempt was made to reference a token that does not exist"
3F1,1009,"BADDB: The configuration registry database is corrupt"
3F2,1010,"BADKEY: The configuration registry key is invalid"
3F3,1011,"CANTOPEN: The configuration registry key could not be opened"
3F4,1012,"CANTREAD: The configuration registry key could not be read"
3F5,1013,"CANTWRITE: The configuration registry key could not be written"
3F6,1014,"REGISTRY_RECOVERED: One of the files in the registry database had to be recovered by use of a log or alternate copy. The recovery was successful"
3F7,1015,"REGISTRY_CORRUPT: The registry is corrupted. The structure of one of the files containing registry data is corrupted, or the system's memory image of the file is corrupted, or the file could not be recovered because the alternate copy or log was absent or corrupted"
3F8,1016,"REGISTRY_IO_FAILED: An I/O operation initiated by the registry failed unrecoverably. The registry could not read in, or write out, or flush, one of the files that contain the system's image of the registry"
3F9,1017,"NOT_REGISTRY_FILE: The system has attempted to load or restore a file into the registry, but the specified file is not in a registry file format"
3FA,1018,"KEY_DELETED: Illegal operation attempted on a registry key that has been marked for deletion"
3FB,1019,"NO_LOG_SPACE: System could not allocate the required space in a registry log"
3FC,1020,"KEY_HAS_CHILDREN: Cannot create a symbolic link in a registry key that already has subkeys or values"
3FD,1021,"CHILD_MUST_BE_VOLATILE: Cannot create a stable subkey under a volatile parent key"
3FE,1022,"NOTIFY_ENUM_DIR: A notify change request is being completed and the information is not being returned in the caller's buffer. The caller now needs to enumerate the files to find the changes"
41B,1051,"DEPENDENT_SERVICES_RUNNING: A stop control has been sent to a service that other running services are dependent on"
41C,1052,"INVALID_SERVICE_CONTROL: The requested control is not valid for this service"
41D,1053,"SERVICE_REQUEST_TIMEOUT: The service did not respond to the start or control request in a timely fashion"
41E,1054,"SERVICE_NO_THREAD: A thread could not be created for the service"
41F,1055,"SERVICE_DATABASE_LOCKED: The service database is locked"
420,1056,"SERVICE_ALREADY_RUNNING: An instance of the service is already running"
421,1057,"INVALID_SERVICE_ACCOUNT: The account name is invalid or does not exist, or the password is invalid for the account name specified"
422,1058,"SERVICE_DISABLED: The service cannot be started, either because it is disabled or because it has no enabled devices associated with it"
423,1059,"CIRCULAR_DEPENDENCY: Circular service dependency was specified"
424,1060,"SERVICE_DOES_NOT_EXIST: The specified service does not exist as an installed service"
425,1061,"SERVICE_CANNOT_ACCEPT_CTRL: The service cannot accept control messages at this time"
426,1062,"SERVICE_NOT_ACTIVE: The service has not been started"
427,1063,"FAILED_SERVICE_CONTROLLER_CONNECT: The service process could not connect to the service controller"
428,1064,"EXCEPTION_IN_SERVICE: An exception occurred in the service when handling the control request"
429,1065,"DATABASE_DOES_NOT_EXIST: The database specified does not exist"
42A,1066,"SERVICE_SPECIFIC_ERROR: The service has returned a service-specific error code"
42B,1067,"PROCESS_ABORTED: The process terminated unexpectedly"
42C,1068,"SERVICE_DEPENDENCY_FAIL: The dependency service or group failed to start"
42D,1069,"SERVICE_LOGON_FAILED: The service did not start due to a logon failure"
42E,1070,"SERVICE_START_HANG: After starting, the service hung in a start-pending state"
42F,1071,"INVALID_SERVICE_LOCK: The specified service database lock is invalid"
430,1072,"SERVICE_MARKED_FOR_DELETE: The specified service has been marked for deletion"
431,1073,"SERVICE_EXISTS: The specified service already exists"
432,1074,"ALREADY_RUNNING_LKG: The system is currently running with the last-known-good configuration"
433,1075,"SERVICE_DEPENDENCY_DELETED: The dependency service does not exist or has been marked for deletion"
434,1076,"BOOT_ALREADY_ACCEPTED: The current boot has already been accepted for use as the last-known-good control set"
435,1077,"SERVICE_NEVER_STARTED: No attempts to start the service have been made since the last boot"
436,1078,"DUPLICATE_SERVICE_NAME: The name is already in use as either a service name or a service display name"
437,1079,"DIFFERENT_SERVICE_ACCOUNT: The account specified for this service is different from the account specified for other services running in the same process"
438,1080,"Failure actions can only be set for Win32 services, not for drivers"
439,1081,"This service runs in the same process as the service control manager. Therefore, the service control manager cannot take action if this service's process terminates unexpectedly"
43A,1082,"No recovery program has been configured for this service"
43B,1083,"The executable program that this service is configured to run in does not implement the service"
43C,1084,"This service cannot be started in Safe Mode"
44C,1100,"END_OF_MEDIA: The physical end of the tape has been reached"
44D,1101,"FILEMARK_DETECTED: A tape access reached a filemark"
44E,1102,"BEGINNING_OF_MEDIA: The beginning of the tape or a partition was encountered"
44F,1103,"SETMARK_DETECTED: A tape access reached the end of a set of files"
450,1104,"NO_DATA_DETECTED: No more data is on the tape"
451,1105,"PARTITION_FAILURE: Tape could not be partitioned"
452,1106,"INVALID_BLOCK_LENGTH: When accessing a new tape of a multivolume partition, the current block size is incorrect"
453,1107,"DEVICE_NOT_PARTITIONED: Tape partition information could not be found when loading a tape"
454,1108,"UNABLE_TO_LOCK_MEDIA: Unable to lock the media eject mechanism"
455,1109,"UNABLE_TO_UNLOAD_MEDIA: Unable to unload the media"
456,1110,"MEDIA_CHANGED: The media in the drive may have changed"
457,1111,"BUS_RESET: The I/O bus was reset"
458,1112,"NO_MEDIA_IN_DRIVE: No media in drive"
459,1113,"NO_UNICODE_TRANSLATION: No mapping for the Unicode character exists in the target multi-byte code page"
45A,1114,"DLL_INIT_FAILED: A dynamic link library (DLL) initialization routine failed"
45B,1115,"SHUTDOWN_IN_PROGRESS: A system shutdown is in progress"
45C,1116,"NO_SHUTDOWN_IN_PROGRESS: Unable to abort the system shutdown because no shutdown was in progress"
45D,1117,"IO_DEVICE: The request could not be performed because of an I/O device error"
45E,1118,"SERIAL_NO_DEVICE: No serial device was successfully initialized. The serial driver will unload"
45F,1119,"IRQ_BUSY: Unable to open a device that was sharing an interrupt request (IRQ) with other devices. At least one other device that uses that IRQ was already opened"
460,1120,"MORE_WRITES: A serial I/O operation was completed by another write to the serial port. (The IOCTL_SERIAL_XOFF_COUNTER reached zero.)"
461,1121,"COUNTER_TIMEOUT: A serial I/O operation completed because the timeout period expired. (The IOCTL_SERIAL_XOFF_COUNTER did not reach zero.)"
462,1122,"FLOPPY_ID_MARK_NOT_FOUND: No ID address mark was found on the floppy disk"
463,1123,"FLOPPY_WRONG_CYLINDER: Mismatch between the floppy disk sector ID field and the floppy disk controller track address"
464,1124,"FLOPPY_UNKNOWN_ERROR: The floppy disk controller reported an error that is not recognized by the floppy disk driver"
465,1125,"FLOPPY_BAD_REGISTERS: The floppy disk controller returned inconsistent results in its registers"
466,1126,"DISK_RECALIBRATE_FAILED: While accessing the hard disk, a recalibrate operation failed, even after retries"
467,1127,"DISK_OPERATION_FAILED: While accessing the hard disk, a disk operation failed even after retries"
468,1128,"DISK_RESET_FAILED: While accessing the hard disk, a disk controller reset was needed, but even that failed"
469,1129,"EOM_OVERFLOW: Physical end of tape encountered"
46A,1130,"NOT_ENOUGH_SERVER_MEMORY: Not enough server storage is available to process this command"
46B,1131,"POSSIBLE_DEADLOCK: A potential deadlock condition has been detected"
46C,1132,"MAPPED_ALIGNMENT: The base address or the file offset specified does not have the proper alignment"
474,1140,"SET_POWER_STATE_VETOED: An attempt to change the system power state was vetoed by another application or driver"
475,1141,"SET_POWER_STATE_FAILED: The system BIOS failed an attempt to change the system power state"
476,1142,"TOO_MANY_LINKS: An attempt was made to create more links on a file than the file system supports"
47E,1150,"OLD_WIN_VERSION: The specified program requires a newer version of Windows"
47F,1151,"APP_WRONG_OS: The specified program is not a Windows or MS-DOS program"
480,1152,"SINGLE_INSTANCE_APP: Cannot start more than one instance of the specified program"
481,1153,"RMODE_APP: The specified program was written for an earlier version of Windows"
482,1154,"INVALID_DLL: One of the library files needed to run this application is damaged"
483,1155,"NO_ASSOCIATION: No application is associated with the specified file for this operation"
484,1156,"DDE_FAIL: An error occurred in sending the command to the application"
485,1157,"DLL_NOT_FOUND: One of the library files needed to run this application cannot be found"
486,1158,"The current process has used all of its system allowance of handles for Window Manager objects"
487,1159,"The message can be used only with synchronous operations"
488,1160,"The indicated source element has no media"
489,1161,"The indicated destination element already contains media"
48A,1162,"The indicated element does not exist"
48B,1163,"The indicated element is part of a magazine that is not present"
48C,1164,"The indicated device requires reinitialization due to hardware errors"
48D,1165,"The device has indicated that cleaning is required before further operations are attempted"
48E,1166,"The device has indicated that its door is open"
48F,1167,"The device is not connected"
490,1168,"Element not found"
491,1169,"There was no match for the specified key in the index"
492,1170,"The property set specified does not exist on the object"
493,1171,"The point passed to GetMouseMovePoints is not in the buffer"
494,1172,"The tracking (workstation) service is not running"
495,1173,"The Volume ID could not be found"
497,1175,"Unable to remove the file to be replaced"
498,1176,"Unable to move the replacement file to the file to be replaced. The file to be replaced has retained its original name"
499,1177,"Unable to move the replacement file to the file to be replaced. The file to be replaced has been renamed using the backup name"
49A,1178,"The volume change journal is being deleted"
49B,1179,"The volume change journal is not active"
49C,1180,"A file was found, but it may not be the correct file"
49D,1181,"The journal entry has been deleted from the journal"
4B0,1200,"BAD_DEVICE: The specified device name is invalid"
4B1,1201,"CONNECTION_UNAVAIL: The device is not currently connected but it is a remembered connection"
4B2,1202,"DEVICE_ALREADY_REMEMBERED: The local device name has a remembered connection to another network resource"
4B3,1203,"NO_NET_OR_BAD_PATH: No network provider accepted the given network path"
4B4,1204,"BAD_PROVIDER: The specified network provider name is invalid"
4B5,1205,"CANNOT_OPEN_PROFILE: Unable to open the network connection profile"
4B6,1206,"BAD_PROFILE: The network connection profile is corrupted"
4B7,1207,"NOT_CONTAINER: Cannot enumerate a noncontainer"
4B8,1208,"EXTENDED_ERROR: An extended error has occurred"
4B9,1209,"INVALID_GROUPNAME: The format of the specified group name is invalid"
4BA,1210,"INVALID_COMPUTERNAME: The format of the specified computer name is invalid"
4BB,1211,"INVALID_EVENTNAME: The format of the specified event name is invalid"
4BC,1212,"INVALID_DOMAINNAME: The format of the specified domain name is invalid"
4BD,1213,"INVALID_SERVICENAME: The format of the specified service name is invalid"
4BE,1214,"INVALID_NETNAME: The format of the specified network name is invalid"
4BF,1215,"INVALID_SHARENAME: The format of the specified share name is invalid"
4C0,1216,"INVALID_PASSWORDNAME: The format of the specified password is invalid"
4C1,1217,"INVALID_MESSAGENAME: The format of the specified message name is invalid"
4C2,1218,"INVALID_MESSAGEDEST: The format of the specified message destination is invalid"
4C3,1219,"SESSION_CREDENTIAL_CONFLICT: Multiple connections to a server or shared resource by the same user, using more than one user name, are not allowed. Disconnect all previous connections to the server or shared resource and try again."
4C4,1220,"REMOTE_SESSION_LIMIT_EXCEEDED: An attempt was made to establish a session to a network server, but there are already too many sessions established to that server"
4C5,1221,"DUP_DOMAINNAME: The workgroup or domain name is already in use by another computer on the network"
4C6,1222,"NO_NETWORK: The network is not present or not started"
4C7,1223,"CANCELLED: The operation was canceled by the user"
4C8,1224,"USER_MAPPED_FILE: The requested operation cannot be performed on a file with a user-mapped section open"
4C9,1225,"CONNECTION_REFUSED: The remote system refused the network connection"
4CA,1226,"GRACEFUL_DISCONNECT: The network connection was gracefully closed"
4CB,1227,"ADDRESS_ALREADY_ASSOCIATED: The network transport endpoint already has an address associated with it"
4CC,1228,"ADDRESS_NOT_ASSOCIATED: An address has not yet been associated with the network endpoint"
4CD,1229,"CONNECTION_INVALID: An operation was attempted on a nonexistent network connection"
4CE,1230,"CONNECTION_ACTIVE: An invalid operation was attempted on an active network connection"
4CF,1231,"NETWORK_UNREACHABLE: The network location cannot be reached. For information about network troubleshooting, see Windows Help"
4D0,1232,"HOST_UNREACHABLE: The network location cannot be reached. For information about network troubleshooting, see Windows Help"
4D1,1233,"PROTOCOL_UNREACHABLE: The network location cannot be reached. For information about network troubleshooting, see Windows Help"
4D2,1234,"PORT_UNREACHABLE: No service is operating at the destination network endpoint on the remote system"
4D3,1235,"REQUEST_ABORTED: The request was aborted"
4D4,1236,"CONNECTION_ABORTED: The network connection was aborted by the local system"
4D5,1237,"RETRY: The operation could not be completed. A retry should be performed"
4D6,1238,"CONNECTION_COUNT_LIMIT: A connection to the server could not be made because the limit on the number of concurrent connections for this account has been reached"
4D7,1239,"LOGIN_TIME_RESTRICTION: Attempting to log in during an unauthorized time of day for this account"
4D8,1240,"LOGIN_WKSTA_RESTRICTION: The account is not authorized to log in from this station"
4D9,1241,"INCORRECT_ADDRESS: The network address could not be used for the operation requested"
4DA,1242,"ALREADY_REGISTERED: The service is already registered"
4DB,1243,"SERVICE_NOT_FOUND: The specified service does not exist"
4DC,1244,"NOT_AUTHENTICATED: The operation being requested was not performed because the user has not been authenticated"
4DD,1245,"NOT_LOGGED_ON: The operation being requested was not performed because the user has not logged on to the network. The specified service does not exist"
4DE,1246,"CONTINUE: Continue with work in progress"
4DF,1247,"ALREADY_INITIALIZED: An attempt was made to perform an initialization operation when initialization has already been completed"
4E0,1248,"NO_MORE_DEVICES: No more local devices"
4E1,1249,"The specified site does not exist"
4E2,1250,"A domain controller with the specified name already exists"
4E3,1251,"This operation is supported only when you are connected to the server"
4E4,1252,"The group policy framework should call the extension even if there are no changes"
4E5,1253,"The specified user does not have a valid profile"
4E6,1254,"This operation is not supported on a Microsoft Small Business Server"
4E7,1255,"The server machine is shutting down"
4E8,1256,"The remote system is not available. For information about network troubleshooting, see Windows Help"
4E9,1257,"The security identifier provided is not from an account domain"
4EA,1258,"The security identifier provided does not have a domain component"
4EB,1259,"AppHelp dialog canceled thus preventing the application from starting"
4EC,1260,"Windows cannot open this program because it has been prevented by a software restriction policy. For more information, open Event Viewer or contact your system administrator"
4ED,1261,"A program attempt to use an invalid register value.  Normally caused by an uninitialized register. This error is Itanium specific"
4EE,1262,"The share is currently offline or does not exist"
4EF,1263,"The kerberos protocol encountered an error while validating the KDC certificate during smartcard logon"
4F0,1264,"The kerberos protocol encountered an error while attempting to utilize the smartcard subsystem"
4F1,1265,"The system detected a possible attempt to compromise security. Please ensure that you can contact the server that authenticated you"
4F2,1266,"The smartcard certificate used for authentication has been revoked.  Please contact your system administrator.  There may be additional information in the  event log"
4F3,1267,"An untrusted certificate authority was detected While processing the  smartcard certificate used for authentication.  Please contact your system  administrator"
4F4,1268,"The revocation status of the smartcard certificate used for  authentication could not be determined. Please contact your system administrator"
4F5,1269,"The smartcard certificate used for authentication was not trusted.  Please  contact your system administrator"
4F6,1270,"The smartcard certificate used for authentication has expired.  Please  contact your system administrator"
4F7,1271,"The machine is locked and can not be shut down without the force option"
4F9,1273,"An application-defined callback gave invalid data when called"
4FA,1274,"The group policy framework should call the extension in the synchronous foreground policy refresh"
4FB,1275,"This driver has been blocked from loading"
4FC,1276,"A dynamic link library (DLL) referenced a module that was neither a DLL nor the process's executable image"
514,1300,"NOT_ALL_ASSIGNED: Not all privileges referenced are assigned to the caller"
515,1301,"SOME_NOT_MAPPED: Some mapping between account names and security IDs was not done"
516,1302,"NO_QUOTAS_FOR_ACCOUNT: No system quota limits are specifically set for this account"
517,1303,"LOCAL_USER_SESSION_KEY: No encryption key is available. A well-known encryption key was returned"
518,1304,"NULL_LM_PASSWORD: The password is too complex to be converted to a LAN Manager password. The LAN Manager password returned is a NULL string"
519,1305,"UNKNOWN_REVISION: The revision level is unknown"
51A,1306,"REVISION_MISMATCH: Indicates two revision levels are incompatible"
51B,1307,"INVALID_OWNER: This security ID may not be assigned as the owner of this object"
51C,1308,"INVALID_PRIMARY_GROUP: This security ID may not be assigned as the primary group of an object"
51D,1309,"NO_IMPERSONATION_TOKEN: An attempt has been made to operate on an impersonation token by a thread that is not currently impersonating a client"
51E,1310,"CANT_DISABLE_MANDATORY: The group may not be disabled"
51F,1311,"NO_LOGON_SERVERS: There are currently no logon servers available to service the logon request"
520,1312,"NO_SUCH_LOGON_SESSION: A specified logon session does not exist. It may already have been terminated"
521,1313,"NO_SUCH_PRIVILEGE: A specified privilege does not exist"
